회관_ID,주소,좌표,공유_회중_수,함께_사용하는_회중_목록
"a0b63c1d-2e5e-5804-8a5a-35aabae36b98","울산 남구 화합로 31번길 39 (야음동 58-7)","35.527005, 129.339022",3,"울산삼산 (📞 052-257-1914, 010-8522-1914) | 울산야음 (📞 010-4543-1304) | 울산신정 (📞 010-5448-6237)"
"d9dcd216-61f2-51d8-b19c-d622ace7fd81","전북 부안군 부안읍 아제순제길 126 (서외리 457-1)","35.722664, 126.725156",3,"전북부안 (📞 063-581-1914) | 전북김제서부 (📞 010-4655-8374) | 전북김제동부 (📞 010-3191-4477)"
"92e635dc-7269-5301-883a-4d39703f595c","전북 부안군 줄포면 선돌로 1364 (장동리 701-1)","35.596844, 126.678408",1,"전북줄포 (📞 063-584-1918)"
"f66d708f-78ed-5757-896e-d45ed04e85ee","전북 정읍시 태인면 정읍북로 1237-5 (태창리 233-40)","35.651667, 126.936889",1,"전북정읍태인 (📞 010 6324 4980)"
"a856e18d-387f-5488-82c9-81642c71b2d2","전북 전주시 완산구 쑥고개옛길 104 (삼천동3가 695-2)","35.794166, 127.075188",3,"전북전주서부 (📞 063-229-1935) | 전북전주효자남부 (📞 063-229-1935) | 전북전주삼천남부 (📞 01074331191)"
"fa8fdd2f-e55b-50bb-a450-6e0ea964033b","전북 전주시 완산구 금성길 5 (석구동 499-1)","35.765375, 127.126409",4,"전북전주평화동부 (📞 063-224-5543) | 전북전주남부 (📞 010-4451-1914) | 전북전주평화서부 (📞 010-2906-7541) | [집단] 전북전주남부중국어"
"ee9e4f7f-1483-5180-8d8c-837bbc434920","전북 전주시 완산구 신촌3길 19-9 (중화산동2가 483-6)","35.816258, 127.116218",6,"전북전주서신 (📞 01035238148) | 전북전주영어 (📞 010-2352-4553) | 전북전주수어 (📞 01064630179) | 전북전주중화산 (📞 063-225-1914) | 전북전주효자북부 (📞 01064910320) | [집단] 전북전주서신베트남어"
"7104e8b1-8961-5091-a607-5a6aff5b6f45","전북 전주시 덕진구 숲정이2길 23-2 (진북동 834-58)","35.83057, 127.130275",2,"전북전주진북 (📞 070-4045-1935) | 전북전주중앙 (📞 070-4045-1935)"
"96bcca7a-b1be-55fb-918f-31368c32bdb1","전북 전주시 덕진구 매봉16길 19 (금암동 1569-7)","35.837571, 127.141115",2,"전북전주금암서부 (📞 063-275-9218) | 전북전주금암동부 (📞 063-275-9218)"
"773f26bf-f92b-5f4d-94d7-473dc580082e","전북 정읍시 수성1로 56-7 (수성동 965-2)","35.57725, 126.85315",2,"전북정읍남부 (📞 010-6611-3186) | 전북정읍서부 (📞 01036586054)"
"a1eda564-e30f-53f2-b03b-303bd160edfc","전북 전주시 덕진구 전미중앙로 76 (전미동2가 106-4)","35.879823, 127.105442",3,"전북전주조촌 (📞 063-253-1911) | 전북전주송천 (📞 063-253-1911) | 전북전주팔복 (📞 063 253 1911)"
"7d55cafa-7520-563b-8f50-8d1c6c5c3851","전북 전주시 덕진구 전미중앙로 76 (전미동2가 106-2)","35.880348, 127.10551",2,"전북전주우아북부 (📞 063-253-1912) | 전북전주덕진 (📞 063-253-1912)"
"cc580358-ccd6-5445-bd3b-23c4e9b37b48","전북 진안군 진안읍 상역로 39 (군상리 763-10)","35.797066, 127.422596",1,"전북진안 (📞 (063)433-1459)"
"9ddaaf77-4478-54a5-ba74-6a2f31e86b82","전북 임실군 임실읍 봉황3길 11-4 (성가리 4-1)","35.61294, 127.27701",1,"전북임실 (📞 (063)644-1932)"
"e6d044f1-cf48-508d-93df-d6a7eb7a3ef9","전북 전주시 완산구 간납로 11-5 (풍남동3가 26-16)","35.81698, 127.155255",2,"전북전주동부 (📞 010-4993-1312) | 전북전주풍남 (📞 010-6859-9430)"
"8d91ea4e-d574-5dea-a99d-eda9aa83eb76","전북 전주시 덕진구 팽나무4길 29-5 (인후동1가 778-10)","35.834212, 127.155267",3,"전북전주인후 (📞 063-245-7875) | 전북전주북부 (📞 063-245-7875) | 전북전주노송 (📞 063-245-7875)"
"a1625619-3c2e-57d7-b0b7-2970ef8a4cda","전북 전주시 덕진구 안골 5길 11 (우아동3가 757-13)","35.842845, 127.155693",1,"전북전주우아남부 (📞 0632421082)"
"97cde121-39cb-52d1-92ee-d0d31509358d","전북 장수군 장수읍 남동샛길 14-5 (장수리 654-1)","35.644738, 127.51634",1,"전북장수 (📞 010-3004-0579)"
"c246837e-159b-5a50-bd15-b0ac2a8b184c","대구 달성군 현풍면 현풍동로25길 6 (현풍면 상리 530)","35.699452, 128.448026",1,"대구현풍 (📞 010-7125-7115)"
"e489547e-50eb-5504-8d0e-4503de038c5a","경북 고령군 대가야읍 연조3길 1 (연조리 593-9)","35.730012, 128.264677",1,"경북고령 (📞 010-3150-4219)"
"f2d8db09-4279-5329-865b-43179165e262","대구 달서구 화암로 331 청사빌딩 402호  (대곡동 1038-3)","35.804262, 128.519382",2,"대구화원동부 (📞 053-633-1914) | 대구화원서부 (📞 053 633 1914)"
"70342dfe-254d-51a3-8119-d1d88e2b6e2e","대구 달서구 월곡로 184 상인리빙프라자 501호 (상인동 1525-1)","35.812656, 128.544837",3,"대구월배 (📞 010-6667-9325) | 대구월성 (📞 010-5002-2237) | 대구상인 (📞 010-4001-6363,010-2212-9759)"
"2bb020a5-c591-5c8f-a0d3-8fa55c953090","대구 달서구 성서로 420 메가타운 609호 (이곡동1244 메가타운)","35.855085, 128.507831",4,"대구다사 (📞 010-3425-3374) | 대구죽전 (📞 010-7273-2113) | 대구중국어 (📞 010-8585-3987) | [집단] 대구죽전중국어"
"fb2cc324-9ad6-5cce-b8c5-8f5ef0987313","경남 창녕군 창녕읍 창밀로 170 (도야리 366-1)","35.557732, 128.506414",1,"경남창녕 (📞 055-533-7959)"
"c000e1eb-1050-54c6-b663-afb84010fadf","경북 청도군 청도읍 고수산복길 97 (고수리 657-2)","35.640507, 128.742841",1,"경북청도 (📞 054-371-5683)"
"ea6e36e7-4bfe-52df-b07f-8f5dea78f2e3","경북 경산시 장산로29길 20 (삼북동 281-1)","35.820136, 128.740677",3,"경북경산압량 (📞 053-812-8126) | 경북경산동부 (📞 053-812-8126) | 경북경산서부 (📞 053-812-8126)"
"a6021126-4dd5-5750-9900-927629a584b5","경북 경산시 성암로21길 37-14 명신상가 302호 (옥산동 726-1)","35.828805, 128.72591",2,"경북경산북부 (📞 01025156951) | 경북경산남부 (📞 010-2629-3575)"
"333a00b3-834a-58bb-92bc-2f85cbd0bead","대구 수성구 시지로 50-5 (시지동 489-7)","35.839512, 128.693414",3,"대구동부수어 (📞 010-8253-2822) | 대구고산 (📞 053-794-1935) | 대구지산 (📞 010-5659-5569)"
"4eb059c3-f164-5779-aa72-5ec815a3b8fd","경북 경산시 자인면 중촌천남길 48 (자인면 동부리 174)","35.818468, 128.824563",1,"경북경산자인 (📞 010-4533-1036)"
"eae616ab-8d6a-5ed0-82ed-ff97ac6464f6","대구 수성구 파동로46길 24 (파동 66-3)","35.822065, 128.613016",3,"대구봉덕 (📞 053-768-1914) | 대구두산 (📞 01095485991) | 대구파동 (📞 053-768-1914)"
"673d0924-4fef-5445-8241-4ed9fb854e37","대구 수성구 동대구로 222 우방범어타운 상가 302호 (범어동 672-1)","35.850169, 128.625534",2,"대구수성 (📞 053-752-1914) | 대구황금 (📞 010-3322-7440)"
"aef34abd-4fdd-5589-9c00-799933086fba","대구 동구 메디밸리로 19 (대림동 888-4) 501호","35.874475, 128.749198",3,"대구안심중부 (📞 010-4539-4788) | 경북경산중국어 (📞 053-814-1914) | 대구안심동부 (📞 053-963-5357)"
"78634476-d161-5404-8225-e865197587a6","대구 동구 동부로22길 91-13 대덕리더스텔 201호 (신천동 306-2)","35.867805, 128.628159",3,"대구범어 (📞 053-743-1914) | 대구영어 (📞 +82 10-9559-1935) | 대구신천 (📞 010-3828-7469)"
"5c48c97c-8196-5d5d-8355-93e153fe2d8b","대구 남구 영선시장1길 61 (대명동2007-15)","35.853082, 128.591157",1,"대구남산 (📞 053-472-1914)"
"60d2f6a7-e0d3-5343-b5fd-107e275ca745","대구 중구 국채보상로 720-19 (동인동4가 330-6)","35.867661, 128.609404",1,"대구동부 (📞 053-422-8334)"
"375bdb41-1850-59bc-b26b-1a60454ec006","대구 남구 대명로 103 (대명동1624-9)","35.839812, 128.568981",2,"대구대명 (📞 053-622-1914) | 대구남대구 (📞 01087927001)"
"50319632-d2d5-5637-8f08-6f97109e507c","대구 동구 동촌역사로3길 48 (입석동 893-19)","35.890922, 128.649312",2,"대구신암북부 (📞 01048944853) | 대구동촌 (📞 01023060579)"
"935fb449-af3c-5f44-90c8-7297ff7ffb35","대구 달서구 달구벌대로 1748 벽산타워 503호 (두류동 470-1)","35.85701, 128.55644",4,"대구본리 (📞 0536511914) | 대구두류 (📞 053-651-1935) | 대구내당남부 (📞 010-5528-6822) | [집단] 대구두류베트남어"
"e0085e56-ce97-59be-8a5e-7bb94ccf3827","대구 북구 복현로 105 태왕아너스 상가 201호 (복현동 190-1)","35.899543, 128.62023",2,"대구북부 (📞 070-8820-4259) | 대구복현 (📞 07088204259)"
"09adad7e-5ac5-52de-83c4-61752b368e98","대구 북구 고성로28길 6 (고성동2가 114-15)","35.880913, 128.581091",4,"대구원대 (📞 053-353-0223) | 대구서부수어 (📞 010-4517-1902) | 대구고성 (📞 010-2983-5447) | [집단] 대구원대인도네시아어"
"1305f389-ec7e-5fe8-baae-b18f9d82ff34","대구 서구 국채보상로 316 롯데캐슬 상가 203동 404, 405호 (평리동 1676)","35.870817, 128.565507",2,"대구중리 (📞 010-9961-1935,  010-3514-5684) | 대구평리 (📞 053-556-0807)"
"f879dd0b-3575-58e5-94f1-951bea767f0b","대구 서구 달서천로57안길 12 (비산동 1234-1)","35.888553, 128.564171",1,"대구서부 (📞 053-358-5837)"
"514a5106-3dca-552b-a90c-ef47279dc22b","경북 경주시 건천읍 대곡용명길 19-3 (조전리 16-1)","35.846679, 129.108116",1,"경북경주건천 (📞 054-751-1921)"
"59afee55-d21c-58dd-9d11-10a5d9499dc0","경북 경주시 한빛길14번길 10 (성건동 713-4)","35.851366, 129.205521",3,"경북경주중앙 (📞 010-9871-3164, 010-8487-1914) | 경북경주러시아어 (📞 +82-10-2788-9560) | 경북경주남부 (📞 054-743-4532 / 010-2327-1914)"
"b5ebb3b8-cabd-51c2-b59f-d2ada3c4b06c","경북 경주시 소금강로19번길 12 (용강동 1352-4)","35.860857, 129.222075",2,"경북경주동부 (📞 054-773-4407) | 경북경주북부 (📞 010-6212-0960)"
"47b10f2d-ac60-5e1f-a05b-22a80d6cd6cd","경북 경주시 외동읍 별미길 19 (입실리 805)","35.708271, 129.328877",1,"경북경주외동 (📞 054-773-6523)"
"b0a74374-d349-507d-9f4d-8e59c02fddd1","울산 북구 제내2길 45-7 (신천동 44-3)","35.634251, 129.354063",2,"울산호계동부 (📞 010-2005-3551) | 울산호계서부 (📞 010-8802-7651)"
"dcf61547-4994-58a6-8261-8dfe413337db","울산 북구 화봉로 73, 세한빌딩 601호 (화봉동 449-7)","35.588719, 129.36705",4,"울산수어 (📞 010-8609-0584) | 울산병영 (📞 052-288-1914) | 울산화봉 (📞 052.288.1914) | [집단] 울산화봉베트남어"
"f00d1a88-22dd-5772-85f0-3b58e16961a1","울산 동구 동해안로 530 (주전동 687-4)","35.553678, 129.456552",3,"울산전하 (📞 010-8109-2725) | 울산명덕 (📞 010-7140-1397) | 울산동부 (📞 010-2566-6332)"
"437c16f3-7a1c-57c5-aac4-82344351ec14","울산 중구 서원3길 66-1 (복산동 40-21)","35.561256, 129.33217",4,"울산중국어 (📞 010-3588-9470) | 울산영어 (📞 010-4308-2816) | 울산서부 (📞 052-244-1455) | 울산북부 (📞 010-2960-2554)"
"aec182ee-6da2-5602-b1ad-b6879768e97d","울산 남구 신복로46번길 32, 301호 (무거동 1545-5)","35.551976, 129.258152",2,"울산범서 (📞 052-224-1914) | 울산무거 (📞 052-224-1914)"
"4f2b4461-788f-5b5d-bc8b-cd77775c16dc","충남 서천군 서천읍 군사길49번길 33 (군사리 291-1)","36.079125, 126.697286",1,"충남서천 (📞 041-951-4198)"
"02d4be92-fb1e-5c93-b83f-21bcd9b6661e","전북 군산시 상신4길 24 (나운동 754-10)","35.973637, 126.693829",2,"전북군산중앙 (📞 063- 468-1914) | 전북군산나운 (📞 0634682463)"
"0c1a2327-1738-5757-991f-b72ed8bff209","전북 군산시 진포안1길 7-2 (수송동 69-1)","35.970664, 126.719422",3,"전북군산대야 (📞 063-451-5882) | 전북군산남부 (📞 010-4650-1060) | 전북군산삼학 (📞 063 462 9599)"
"92755b89-d03f-5ed0-adc8-7d2e350e4ef4","전북 군산시 옥서면 옥봉초교길 38-1 (옥봉리 99)","35.92734, 126.64219",1,"전북군산옥구 (📞 063 471 1070)"
"b58b91b5-2995-54eb-95c9-65944d090957","충남 부여군 홍산면 태봉산길 14 (북촌리 160-2)","36.217639, 126.760208",1,"충남홍산 (📞 041-836-3581)"
"dec2b443-e3a6-5ea9-bc0b-f68c83b9edd5","전북 익산시 황등면 황등중앙로 80 (황등리 999-67)","35.999205, 126.943746",3,"전북익산황등 (📞 063-856-7778) | 전북익산서부 (📞 063-856-7778) | 전북익산모현 (📞 010-2655-8736)"
"9cb40f4f-9adc-515a-ae6a-fdb7902b9a6e","전북 익산시 은기길 387 (은기동 16-21)","35.986387, 127.02728",3,"전북익산어양 (📞 063- 831- 1918) | 전북익산부송 (📞 010-4615-3470) | [집단] 전북익산어양베트남어"
"46bb8fdf-9610-5a49-9a06-faea5cb07c01","충남 논산시 연무읍 왕릉로70번길 5 (금곡리 229-3)","36.121194, 127.091232",1,"충남논산연무 (📞 010-3495-1943)"
"9f8a9a7c-22d8-5772-a03d-a7c7b6ab8e51","전북 익산시 춘포로 13 (금강동 283-43)","35.920909, 126.978675",4,"전북익산동부 (📞 010-9040-9275) | 전북익산수어 (📞 010-9859-6866) | 전북익산중앙 (📞 063-841-1935) | 전북익산남부 (📞 01089097802)"
"f34dc174-d029-5638-8983-165b7b8ecd45","충남 논산시 부적면 덕평리 29","36.21379, 127.14385",3,"충남논산동부 (📞 01056164361) | 충남논산연산 (📞 01049362468) | [집단] 충남논산동부캄보디아어"
"88c0ed6e-eab5-52e3-8f7a-a58181aea10a","전북 완주군 삼례읍 과학로 510-28 (신탁리 335-2)","35.91439, 127.12689",2,"전북봉동 (📞 010-8798-5155) | 전북삼례 (📞 063-262-1914)"
"ef1b8412-796c-54ad-82a4-e20fc7878010","충남 금산군 금산읍 사직로 35-1 (상옥리 396-3)","36.101022, 127.477393",1,"충남금산 (📞 010-2611-1255)"
"48e60bbb-957f-5070-bb94-bb1f0d82fe1b","충남 금산군 추부면 하마전2길 15 (마전리 395-2)","36.191852, 127.471454",1,"충남마전 (📞 041 752 8795)"
"cda21ce9-e975-50cd-bf3c-b03547324d0a","전북 무주군 무주읍 향한로 25 (읍내리 712-1)","36.009786, 127.658815",1,"전북무주 (📞 01071017929)"
"3b094819-6f25-521e-98e2-a5bbcc66b222","충북 영동군 영동읍 회동로 135 (회동리 82-20)","36.171905, 127.80232",2,"충북영동남부 (📞 043-744-5574) | 충북영동북부 (📞 043-744-5574)"
"a8d19907-7186-55aa-af79-c719c9b1dcd8","경북 김천시 평화장미길 215 (평화동 106-19)","36.129945, 128.107286",2,"경북김천서부 (📞 010-4644-0907) | 경북김천남부 (📞 010-8577-0444)"
"1605cece-fb06-5819-a571-6e6626c569d8","충북 영동군 황간면 남성동1길 36 (남성리 261-1)","36.230632, 127.913515",1,"충북황간 (📞 043-742-4206)"
"326e823d-1f14-5c75-916a-925c88225b4c","경북 칠곡군 동명면 금암중앙길 25-38 (송산리 3-21)","35.981292, 128.552613",1,"경북동명 (📞 054-976-1935)"
"b352c216-77a1-5829-b0e7-0e6db3d4ae8a","경북 경산시 진량읍 대추마을길7길 17 (부기리 624-227)","35.903177, 128.822145",3,"경북경산진량북부 (📞 010-9776-7854) | 경북경산진량남부 (📞 010-8592-6342) | 경북영천금호 (📞 010-4501-9834)"
"47e96663-808d-5a26-9728-1c8cf80ce6b5","대구 북구 구암로42길 3-1 (구암동 448)","35.930966, 128.563185",2,"대구태전 (📞 010-6583-2203) | 대구구암 (📞 053-325-1914)"
"548951de-6354-5444-8d2e-708e137bc4aa","경북 군위군 군위읍 중앙3길 19-6 (서부리 195)","36.23411, 128.56418",1,"대구군위 (📞 0543832042)"
"b9cb72d9-430e-5c81-80b4-c84cb2af5f6f","경북 경주시 안강읍 구부랑두림길 198 (산대리 2417-8)","35.999728, 129.1979",3,"경북경주안강 (📞 010-6668-0275) | 경북포항대송 (📞 010-2505-6904) | [집단] 경북경주안강영어"
"9fd4d40f-a123-5b1f-8bd5-0e5b42d76d7d","경북 영천시 시장로 106 (완산동) 고은스퀘어 1동 302, 303호","35.963422, 128.941784",2,"경북영천남부 (📞 01052597276) | 경북영천북부 (📞 010-3537-3640)"
"e9c54759-7b0e-5e8d-acd8-4470eacb2d4c","경북 포항시 북구 장량로18번길 24 (장성동 1543-8)","36.080336, 129.382167",2,"경북포항북부 (📞 010-4524-4009) | 경북포항환호 (📞 054-252-1914)"
"6665d590-0b5a-571f-b89a-4f6d5b3c95a0","경북 포항시 북구 흥해읍 흥해로82번길 31-12 (망천리 665-4)","36.11293, 129.352438",3,"경북포항흥해동부 (📞 054-262-1931) | 경북포항수어 (📞 010-9425-1559) | 경북포항흥해서부 (📞 010-5134-7723)"
"1c4dc897-9d23-5676-880a-65b39ce1f813","경북 포항시 북구 용흥로 172 (용흥동 491)","36.042584, 129.345319",4,"경북포항서부 (📞 054-251-1935) | 경북포항죽도 (📞 054-251-1935) | 경북포항남부 (📞 054-251-1935) | 경북포항동부 (📞 010-8751-2696)"
"5c4782c0-f0a2-518b-a0e4-45c867bbe216","경북 포항시 남구 일월로278번길 29 (동해면 석리 210)","35.987881, 129.46548",1,"경북포항구룡포 (📞 054-276-1914)"
"ee5bd4cf-9efc-59fa-bdd2-eae0527c7d19","충남 태안군 안면읍 방포로 71-1 (승언리 339-118)","36.51191, 126.341104",1,"충남안면 (📞 041-673-1914)"
"e27e69a1-02ec-54b3-9297-43824a458f8f","충남 홍성군 광천읍 홍남로744번길 10-12 (광천읍 광천리 40-12)","36.505282, 126.632482",1,"충남광천 (📞 041-642-1100)"
"0b1d6fff-28d0-5634-a3e9-a57e62cc4117","충남 보령시 남포면 보령남로 378 (봉덕리 178-32)","36.312405, 126.599904",2,"충남보령동부 (📞 041 934 3363) | 충남보령서부 (📞 010-7706-0148)"
"e2b79044-8fd8-59de-99ba-43a4476415da","충남 청양군 청양읍 돌담불길 9 (벽천리 434-5)","36.436123, 126.793665",1,"충남청양 (📞 041-943-1914)"
"d75a2ef5-186f-5786-8ddc-c37ccf6d6b55","충남 홍성군 홍성읍 홍장북로 343 (남장리 604)","36.58596, 126.671445",3,"충남홍성수어 (📞 010-7166-2858) | 충남홍성동부 (📞 041-634-1935) | 충남홍성서부 (📞 041-634-1935)"
"c44130ca-eff0-53c7-96b3-e0cb591af4be","충남 공주시 원댕이길 24-10 (금학동 37-4)","36.440509, 127.129127",3,"충남공주북부 (📞 041-853-1914) | 충남공주수어 (📞 010-7770-4131) | 충남공주남부 (📞 041-853-1914)"
"de5e34b8-779d-5c53-95fb-80619fc25d92","충남 부여군 부여읍 사비로 14 (동남리 199-6)","36.27391, 126.910726",1,"충남부여 (📞 010-4213-2025)"
"a387b065-5635-54d2-8d8d-b7d244cd8d0e","대전 유성구 노은서로142번길 20, 2층 (지족동 892-5)","36.372911, 127.316201",2,"대전유성중앙 (📞 042-822-1935) | 대전노은 (📞 042.822.1935)"
"a7083c3f-554c-5444-a7e8-0a42b5791a15","대전 유성구 월드컵대로299번길 14 (구암동 614-20)","36.349245, 127.333778",4,"대전유성남부 (📞 01073596936) | 대전월평 (📞 01053088568) | 대전유성도안 (📞 010 9400 9080) | 대전유성북부 (📞 010-3498-1711)"
"5e537833-405b-5958-bc31-b86a7d0f79eb","대전 대덕구 석봉로58번길 68 (석봉동 321-9)","36.444427, 127.428487",2,"대전송강 (📞 042-934-1914) | 대전신탄진 (📞 042-934-1914)"
"e6d2bfb1-3fe9-5b70-86ae-277426618cf2","대전 서구 남선로9번길 30 (탄방동 939)","36.344779, 127.394501",2,"대전둔산 (📞 010-7257-2314) | 대전갈마 (📞 042-486-0904)"
"67948b70-a252-5334-957b-5e275aba3d46","대전 대덕구 오정로75번길 66-22 (오정동 308-3)","36.351873, 127.406341",1,"대전중국어 (📞 010-9814-5275)"
"fc0677c2-bfa9-52dd-9b5b-7e6173bd2025","세종 세종시 세종특별자치시 도움1로 106 801호","36.502771, 127.248239",4,"세종고운 (📞 01035565074) | 세종보람 (📞 010-3113-9893) | 세종한솔 (📞 010-2945-2000) | 세종도담"
"4922a2ec-383a-549a-9c3e-76a0a586fd11","대전 서구 도산로341번길 25-1 (용문동 270-41)","36.336373, 127.388652",2,"대전가장 (📞 010-6211-5263) | 대전탄방 (📞 01056655961)"
"d4f06869-73a1-5cb8-a5e5-f721df5896cd","대전 대덕구 계족로 532 (중리동 27-4)","36.360199, 127.434061",7,"대전영어 (📞 010-3600-0096) | 대전용전 (📞 010-4411-0582) | 대전중리 (📞 010-5525-1914) | 대전법동서부 (📞 010-6654-5654) | 대전비래 (📞 042-632-1914) | 대전법동동부 (📞 042 - 631 - 2449) | 대전성남 (📞 010-8511-2560)"
"6fcd8142-0744-54ae-87d0-707573161897","대전 중구 계룡로815번길 34 (용두동 94-1)","36.328148, 127.408246",3,"대전서부 (📞 010-4262-9495) | 대전수어 (📞 01035423930) | 대전목동 (📞 01064762924)"
"27ee40b7-5863-5142-a3ac-bba34fe77d08","대전 유성구 교촌로 70 (교촌동 633-1)","36.303627, 127.31605",3,"대전정림 (📞 010-9240-1935) | 대전진잠 (📞 010-2357-8900) | 대전관저 (📞 042-541-1914)"
"3af0ec92-e73a-5bc1-8ffd-d2ce2d05555c","대전 중구 유천로34번길 84 (유천동 137-2)","36.316523, 127.402889",3,"대전변동 (📞 01067515457) | 대전태평 (📞 042 585 8264) | 대전유천 (📞 010-2795-1445)"
"55d4665d-ad00-5755-9cbd-90e70ada2db3","대전 동구 충정로 126-2 (가양동 655-14)","36.343767, 127.450112",2,"대전자양 (📞 010-4942-7701) | 대전가양서부 (📞 010-3454-7987)"
"38cba039-f2b7-5d9d-9a00-d31e1306e249","대전 동구 계족로167 902호 (대동 146-1 대동클리닉)","36.328763, 127.44301",1,"대전대동 (📞 042-272-1935)"
"1f32ab9e-0842-5004-8215-affcd8e380c3","대전 중구 대둔산로184번길 55 (안영동 696-11)","36.285742, 127.381067",3,"대전산성서부 (📞 042-581-9036) | 대전산성동부 (📞 010-4575-0033) | 대전도마 (📞 010-9461-9764)"
"083ef0eb-a5fa-5704-ac33-e6e0d2d1cb92","대전 동구 동부로85번길 13 (용운동 320-5)","36.322942, 127.461618",2,"대전동부 (📞 042-271-9113) | 대전용운 (📞 042-271-9113)"
"4249e54e-a375-568f-8fa8-69da0c32f33e","세종 세종시 연서면 월하천로 307 (쌍전리 2)","36.571968, 127.285521",3,"세종조치원남부 (📞 044-862-1914) | 충북오송 (📞 01029915908) | 세종조치원북부 (📞 044-862-1914)"
"dcfeb720-8eef-5143-8fe9-127e5e756137","충남 계룡시 엄사중앙로 94 계룡프라자 701호 (엄사면 엄사리 182-3)","36.288904, 127.242244",1,"충남계룡 (📞 01040231191)"
"49fd4f93-17e4-5532-beca-c23216bc9c5b","대전 중구 대종로 134-10 (호동 26-1)","36.304288, 127.450638",4,"대전남부 (📞 010-4387-8220) | 대전신흥 (📞 042-273-1914) | 대전석교 (📞 010-9261-1918) | 대전보문 (📞 010-7135-4455)"
"466b3fbe-d59b-530f-a205-1e5a6fafff13","충북 보은군 삼승면 안내삼승로 663 (원남리 210-60)","36.39451, 127.72544",1,"충북보은 (📞 043-542-1935)"
"797f248c-aaf8-59d5-b7be-4e97c0e4ec39","충북 옥천군 옥천읍 대학3길 8 (금구리 94)","36.299321, 127.575055",2,"충북옥천서부 (📞 043-732-8983) | 충북옥천동부 (📞 043-732-8983)"
"505dcb68-1544-5ea4-8bfa-7cd6b09efad2","경북 상주시 식산로 155 (서곡동 45-7)","36.410074, 128.182352",1,"경북상주중앙 (📞 054-534-7736)"
"9da004fb-d068-556b-828e-38486728131f","경북 청송군 경상북도 청송군 진보면 각산리 504-40","36.531765, 129.05276",1,"경북청송 (📞 054-873-1975)"
"fc4603ec-4098-5ec3-b611-88530810d53d","경북 영덕군 강구면 직천길 19 (오포리 244)","36.367544, 129.376769",1,"경북영덕 (📞 054-733-1931)"
"44a3b318-98f3-545b-922f-e822dc473123","충남 태안군 태안읍 송암로 657 (동문리 210-1)","36.744451, 126.305237",1,"충남태안 (📞 041-673-5473)"
"f1f24838-dd45-578b-8863-8332416e3643","충남 서산시 인지면 풍전1길 5-8 (화수리 698-7)","36.768572, 126.419767",3,"충남서산서부 (📞 01040431935) | 충남서산동부 (📞 01074691931) | 충남서산중앙 (📞 01025674822)"
"73897c4b-811e-51a2-8939-afb2b4e9de2c","충남 서산시 대산읍 충의로 1678-7 (영탑리 445-18)","36.916542, 126.443495",1,"충남서산북부"
"5bcb53ea-4577-55bb-99e3-6c4fddf9ba7e","충남 예산군 삽교읍 상하벚꽃길 154 (상하리 217-32)","36.704195, 126.689803",1,"충남삽교 (📞 041-338-3354)"
"f7582ded-5395-535d-abd8-29714af9efee","충남 당진시 신평면 솔안말길 42 (거산리 26-1)","36.879526, 126.759146",1,"충남신평 (📞 010-6602-2197)"
"5ee0fb53-44e3-5996-b6a4-d48e85c32743","충남 당진시 고대면 고대로 170 (진관리 725)","36.933184, 126.59529",1,"충남당진 (📞 041-357-1914)"
"750d7f24-bf69-5085-9ca6-c258be29a4b4","충남 아산시 신창면 서부남로790번길 8 (읍내리 66-5)","36.784692, 126.934364",4,"충남아산도고 (📞 010-8509-0222 [이왕국][조정자]) | 충남아산서부 (📞 0415421935) | 충남아산러시아어 (📞 010-2236-0531) | 충남아산인주 (📞 041-549-1914)"
"460ab328-c300-512d-adb3-e7745e4338b5","충남 아산시 염치읍 송곡길 194-22 (방현리 442-8)","36.808067, 127.008216",3,"충남아산둔포 (📞 041-543-1914) | 충남아산중앙 (📞 01031379098) | 충남아산동부 (📞 010-4997-7111)"
"ec97d86e-d4ec-5ddb-a55a-56efb3b91315","충남 아산시 배방읍 북수동로 17","36.773133, 127.074896",3,"충남아산탕정 (📞 041-534-1914) | 충남아산북수 (📞 041-534-1914) | 충남아산배방 (📞 041-534-1914)"
"2aa455bc-348a-54be-9fb8-d36dd6efab02","충남 천안시 동남구 풍세면 풍서2길 27 (풍세면 풍서리 611-4)","36.71659, 127.11462",1,"충남천안풍세 (📞 010-3090-3992)"
"964d4070-5fc4-5c99-a4c4-26b273ed9041","충남 천안시 서북구 미라1길 29(쌍용동) (쌍용동 925)","36.805027, 127.128422",3,"충남천안봉서 (📞 010-2488-4772) | 충남천안신방 (📞 010-5639-0089) | 충남천안월봉 (📞 010-3641-0034)"
"55b56d52-2df9-5e20-bb8d-6dce86df79c4","충남 예산군 예산읍 석양길 25 (석양리 133)","36.703539, 126.833111",2,"충남예산남부 (📞 041-334-1914) | 충남예산북부 (📞 041-334-1914)"
"73bb7db8-c6a9-5d20-abc2-ad8e8def0473","충남 천안시 서북구 성성1길 121 (성성동 1-69)","36.839508, 127.142659",8,"충남천안백석 (📞 010-5028-3572) | 충남천안중국어 (📞 01089191030) | 충남천안부성 (📞 010-5165-1935) | 충남천안두정 (📞 010-8737-1914) | 충남천안서부 (📞 010-7746-6801) | 충남천안성정 (📞 041-568-1935) | 충남천안불당 (📞 010-2604-4939) | [집단] 충남천안백석영어"
